cohortId,targetId,targetName,subgroupId,subgroupName,cohortType
1016000031,1016,baricitinib,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1017000031,1017,tofacitinib,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1018000031,1018,"TNF inhibitors (infliximab, golimumab, etanercept, certolizumab pegol, adalimumab)",3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1019000031,1019,adalimumab,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1020000031,1020,etanercept,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1021000031,1021,infliximab,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1022000031,1022,ustekinumab,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1023000031,1023,Anakinra,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1024000031,1024,HIV Protease inhibitors,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1025000031,1025,ritonavir/lopinavir,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1026000031,1026,Interferon beta 1b,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1027000031,1027,Interferon beta 1a,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1028000031,1028,Interferon alfa 2a,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1029000031,1029,favipiravir,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1030000031,1030,Remdesivir,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1031000031,1031,ribavirin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1032000031,1032,oseltamivir,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1033000031,1033,Ivermectin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1034000031,1034,itraconazole,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1035000031,1035,warfarin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1036000031,1036,heparin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1037000031,1037,enoxaparin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1038000031,1038,edoxaban,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1039000031,1039,dabigatran,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1040000031,1040,rivaroxaban,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1041000031,1041,acenocoumarol,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1042000031,1042,apixaban,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1043000031,1043,bemiparin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1044000031,1044,clopidogrel,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1045000031,1045,aspirin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1046000031,1046,prasugrel,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1047000031,1047,alteplase,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1048000031,1048,"Antifibrinolytics (tranexamic acid, aminocaproic acid)",3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1049000031,1049,tranexamic acid,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1050000031,1050,Ruxolitinib,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1052000031,1052,ACE inhibitors,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1053000031,1053,Angiotensin receptor blockers (ARBs),3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1054000031,1054,Non-Dihydropyridine Calcium Channel Blocker (ndCCB),3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1055000031,1055,Thiazide or thiazide-like diuretics,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1056000031,1056,Hydrocortisone,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1057000031,1057,dexamethasone,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1058000031,1058,prednisone or prednisolone,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1059000031,1059,raloxifene,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1060000031,1060,Bevacizumab,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1061000031,1061,Fingolimod,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1062000031,1062,eculizumab ,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1063000031,1063,Statins,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1064000031,1064,metformin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1065000031,1065,DPP-4 inhibitors,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1066000031,1066,SGLT2 inhibitors,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1067000031,1067,GLP1 inhibitors,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1068000031,1068,H2 receptor antagonist,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1069000031,1069,famotidine,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1070000031,1070,"Alpha-1 blockers (Doxazosin, prazosin, terazosin, tasulosin, silodosin, alfuzosin)",3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1071000031,1071,prazosin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1072000031,1072,terazosin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1073000031,1073,doxazosin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1074000031,1074,tamsulosin,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1075000031,1075,BCG vaccine,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1076000031,1076,Colchicine,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1077000031,1077,Losartan,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1078000031,1078,cholecalciferol,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1079000031,1079,Ibrutinib,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1080000031,1080,abiraterone,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1081000031,1081,bicalutamide,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1082000031,1082,emtricitabine,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1083000031,1083,tacrolimus,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1100000031,1100,antivirals in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1101000031,1101,immune-based therapies in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1102000031,1102,antithrombotics in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1103000031,1103,antibiotics in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1104000031,1104,concomitant cardiovascular prevention therapies in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1105000031,1105,antidiabetics in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1106000031,1106,concomitant therapies in SCYLLA,3,with Treatment administered during hospitalization and prior to intensive services and 365d prior observation,TwS
1001020011,1001,Hydroxychloroquine ,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1002020011,1002,Hydroxychloroquine + Azithromycin ,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1003020011,1003,Hydroxychloroquine + Fluoroquinolones,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1004020011,1004,Hydroxychloroquine + Amoxicillin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1005020011,1005,Hydroxychloroquine + ceftriaxone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1006020011,1006,Chloroquine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1007020011,1007,Azithromycin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1008020011,1008,Fluoroquinolones,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1009020011,1009,Amoxicillin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1010020011,1010,Ceftriaxone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1011020011,1011,"IL6 inhibitors (tocilizumab, sarilumab, siltuximab)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1012020011,1012,tocilizumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1013020011,1013,siltuximab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1014020011,1014,sarilumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1015020011,1015,"JAK inhibitors (ruxolitinib, tofacitinib, oclacitinib, baricitinib, fedratinib, upadacitinib)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1016020011,1016,baricitinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1017020011,1017,tofacitinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1018020011,1018,"TNF inhibitors (infliximab, golimumab, etanercept, certolizumab pegol, adalimumab)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1019020011,1019,adalimumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1020020011,1020,etanercept,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1021020011,1021,infliximab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1022020011,1022,ustekinumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1023020011,1023,Anakinra,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1024020011,1024,HIV Protease inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1025020011,1025,ritonavir/lopinavir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1026020011,1026,Interferon beta 1b,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1027020011,1027,Interferon beta 1a,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1028020011,1028,Interferon alfa 2a,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1029020011,1029,favipiravir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1030020011,1030,Remdesivir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1031020011,1031,ribavirin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1032020011,1032,oseltamivir,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1033020011,1033,Ivermectin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1034020011,1034,itraconazole,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1035020011,1035,warfarin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1036020011,1036,heparin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1037020011,1037,enoxaparin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1038020011,1038,edoxaban,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1039020011,1039,dabigatran,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1040020011,1040,rivaroxaban,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1041020011,1041,acenocoumarol,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1042020011,1042,apixaban,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1043020011,1043,bemiparin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1044020011,1044,clopidogrel,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1045020011,1045,aspirin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1046020011,1046,prasugrel,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1047020011,1047,alteplase,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1048020011,1048,"Antifibrinolytics (tranexamic acid, aminocaproic acid)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1049020011,1049,tranexamic acid,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1050020011,1050,Ruxolitinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1052020011,1052,ACE inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1053020011,1053,Angiotensin receptor blockers (ARBs),2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1054020011,1054,Non-Dihydropyridine Calcium Channel Blocker (ndCCB),2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1055020011,1055,Thiazide or thiazide-like diuretics,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1056020011,1056,Hydrocortisone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1057020011,1057,dexamethasone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1058020011,1058,prednisone or prednisolone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1059020011,1059,raloxifene,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1060020011,1060,Bevacizumab,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1061020011,1061,Fingolimod,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1062020011,1062,eculizumab ,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1063020011,1063,Statins,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1064020011,1064,metformin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1065020011,1065,DPP-4 inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1066020011,1066,SGLT2 inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1067020011,1067,GLP1 inhibitors,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1068020011,1068,H2 receptor antagonist,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1069020011,1069,famotidine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1070020011,1070,"Alpha-1 blockers (Doxazosin, prazosin, terazosin, tasulosin, silodosin, alfuzosin)",2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1071020011,1071,prazosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1072020011,1072,terazosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1073020011,1073,doxazosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1074020011,1074,tamsulosin,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1075020011,1075,BCG vaccine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1076020011,1076,Colchicine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1077020011,1077,Losartan,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1078020011,1078,cholecalciferol,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1079020011,1079,Ibrutinib,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1080020011,1080,abiraterone,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1081020011,1081,bicalutamide,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1082020011,1082,emtricitabine,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1083020011,1083,tacrolimus,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1100020011,1100,antivirals in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1101020011,1101,immune-based therapies in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1102020011,1102,antithrombotics in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1103020011,1103,antibiotics in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1104020011,1104,concomitant cardiovascular prevention therapies in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1105020011,1105,antidiabetics in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1106020011,1106,concomitant therapies in SCYLLA,2001,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services,TwS
1001020021,1001,Hydroxychloroquine ,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1002020021,1002,Hydroxychloroquine + Azithromycin ,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1003020021,1003,Hydroxychloroquine + Fluoroquinolones,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1004020021,1004,Hydroxychloroquine + Amoxicillin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1005020021,1005,Hydroxychloroquine + ceftriaxone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1006020021,1006,Chloroquine,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1007020021,1007,Azithromycin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1008020021,1008,Fluoroquinolones,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1009020021,1009,Amoxicillin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1010020021,1010,Ceftriaxone,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1011020021,1011,"IL6 inhibitors (tocilizumab, sarilumab, siltuximab)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1012020021,1012,tocilizumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1013020021,1013,siltuximab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1014020021,1014,sarilumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1015020021,1015,"JAK inhibitors (ruxolitinib, tofacitinib, oclacitinib, baricitinib, fedratinib, upadacitinib)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1016020021,1016,baricitinib,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1017020021,1017,tofacitinib,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1018020021,1018,"TNF inhibitors (infliximab, golimumab, etanercept, certolizumab pegol, adalimumab)",2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1019020021,1019,adalimumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1020020021,1020,etanercept,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1021020021,1021,infliximab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1022020021,1022,ustekinumab,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1023020021,1023,Anakinra,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1024020021,1024,HIV Protease inhibitors,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1025020021,1025,ritonavir/lopinavir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1026020021,1026,Interferon beta 1b,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1027020021,1027,Interferon beta 1a,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1028020021,1028,Interferon alfa 2a,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1029020021,1029,favipiravir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1030020021,1030,Remdesivir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1031020021,1031,ribavirin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1032020021,1032,oseltamivir,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1033020021,1033,Ivermectin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1034020021,1034,itraconazole,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1035020021,1035,warfarin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1036020021,1036,heparin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1037020021,1037,enoxaparin,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1038020021,1038,edoxaban,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1039020021,1039,dabigatran,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1040020021,1040,rivaroxaban,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
1041020021,1041,acenocoumarol,2002,with Persons with a COVID-19 diagnosis record or a SARS-CoV-2 positive test prior to inpatient visit or intensive services and 365d prior observation,TwS
